Transaction_id,customer_id,Payment direction,Payment Status,Payment Type,payment system,Product,Payment Amount,Payment Currency,Transaction_date,CounterpartBIC
13551548,1146,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,994.5,EUR,2025-01-10,HJGFLTXX
13551549,1118,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,422.33,EUR,2025-02-07,FJDCLVXX
13551550,1142,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,217.86,EUR,2025-01-14,JKGJEEXX
13551551,1130,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,385.45,EUR,2025-02-11,CIUVLVXX
13551552,1134,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,84.01,EUR,2025-01-26,UWEIDEXX
13551553,1138,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,49.74,EUR,2025-01-12,LKJFLVXX
13551554,1121,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,147.06,EUR,2025-02-18,FJDCUKXX
13551555,1135,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,SCT,SEPA,663,EUR,2025-01-17,UWEIDEXX
13551556,1145,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,828.75,EUR,2025-02-16,HKKJLVXX
13551557,1145,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,682.5,EUR,2025-02-21,UWEILVXX
13551558,1157,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,55.15,EUR,2025-02-08,FJDCLVXX
13551559,1164,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,780,EUR,2025-01-08,FJDCLVXX
13551560,1148,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,150,EUR,2025-02-07,FJKULTXX
13551561,1127,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,141.42,EUR,2025-01-08,FJDCUKXX
13551562,1159,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,572.07,EUR,2025-01-26,LKJFLVXX
13551563,1135,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1323.56,EUR,2025-02-24,HJGFDEXX
13551564,1131,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,705.9,EUR,2025-01-06,FJKULVXX
13551565,1167,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,133.01,EUR,2025-02-27,HJGFLVXX
13551566,1162,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,93.85,EUR,2025-02-08,JKGJLVXX
13551567,1143,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,3771.45,EUR,2025-01-04,CIUVLTXX
13551568,1123,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,3384.97,EUR,2025-01-17,FJDCLVXX
13551569,1120,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,589.88,EUR,2025-01-11,LKJFLVXX
13551570,1149,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1763.33,EUR,2025-02-21,LKJFLVXX
13551571,1151,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,608.77,EUR,2025-02-01,JKGJLVXX
13551572,1122,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,250.78,EUR,2025-02-19,LKJFEEXX
13551573,1147,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,839.68,EUR,2025-01-04,GLKLLVXX
13551574,1150,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,SCT,SEPA,16.66,EUR,2025-01-19,UWEIDEXX
13551575,1136,OUTGOING,REJECTED,STANDARD_PAYMENT_TYPE,SCT,SEPA,208.73,EUR,2025-02-01,JKGJLVXX
13551576,1164,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,284.05,EUR,2025-02-17,FJDCLVXX
13551577,1152,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,250.64,EUR,2025-01-13,FJKULVXX
13551578,1133,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,418.77,EUR,2025-02-08,HJGFLVXX
13551579,1118,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,SCT,SEPA,114.04,EUR,2025-02-03,FJDCLVXX
13551580,1160,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,SCT,SEPA,671.75,EUR,2025-01-11,UWEILVXX
13551581,1134,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,166.09,EUR,2025-02-08,GLKLLVXX
13551582,1147,OUTGOING,REJECTED,STANDARD_PAYMENT_TYPE,SCT,SEPA,87.33,EUR,2025-01-07,HKKJLTXX
13551583,1141,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,82.42,EUR,2025-01-10,HJGFLVXX
13551584,1152,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,541.52,EUR,2025-02-19,JKGJLTXX
13551585,1120,OUTGOING,REJECTED,STANDARD_PAYMENT_TYPE,SCT,SEPA,124.32,EUR,2025-02-16,FJDCLVXX
13551586,1123,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,541.52,EUR,2025-01-12,FJDCLVXX
13551587,1145,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,562.68,EUR,2025-01-04,GLKLLVXX
13551588,1163,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1588.78,EUR,2025-02-12,LKJFLTXX
13551589,1125,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,45.59,EUR,2025-01-26,CIUVLVXX
13551590,1127,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,165.76,EUR,2025-01-13,HJGFLVXX
13551591,1137,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,66.54,EUR,2025-01-02,UWEILVXX
13551592,1162,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,373.94,EUR,2025-01-13,FJKULVXX
13551593,1147,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,416.55,EUR,2025-01-15,CIUVCYXX
13551594,1132,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,107.95,EUR,2025-01-28,CIUVLVXX
13551595,1118,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,501.76,EUR,2025-01-18,CIUVLVXX
13551596,1129,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,882.4,EUR,2025-02-25,LKJFLVXX
13551597,1133,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,SCT,SEPA,3314.19,EUR,2025-01-04,HJGFUKXX
13551598,1151,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,825.89,EUR,2025-01-20,CIUVLVXX
13551599,1131,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,2072.41,EUR,2025-02-15,CIUVLVXX
13551600,1164,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,281.82,EUR,2025-01-09,HKKJLVXX
13551601,1141,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,223.58,EUR,2025-01-13,GLKLCYXX
13551602,1121,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,SCT,SEPA,708.37,EUR,2025-01-26,FJKULVXX
13551603,1124,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,3376.74,EUR,2025-02-10,LKJFLVXX
13551604,1165,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,769.02,EUR,2025-01-26,FJDCLTXX
13551605,1153,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1280.32,EUR,2025-01-18,LKJFEEXX
13551606,1166,OUTGOING,REJECTED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1699.59,EUR,2025-01-28,HJGFLVXX
13551607,1124,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1166.98,EUR,2025-01-07,FJKULTXX
13551608,1122,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,4267.23,EUR,2025-02-17,FJKUDEXX
13551609,1142,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,2279.63,EUR,2025-02-28,CIUVLTXX
13551610,1134,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,370,EUR,2025-01-19,CIUVLVXX
13551611,1134,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,2960.03,EUR,2025-02-06,CIUVLVXX
13551612,1152,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1617.73,EUR,2025-02-27,FJDCEEXX
13551613,1163,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,495.13,EUR,2025-01-20,HJGFLVXX
13551614,1157,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,313.28,EUR,2025-01-19,HJGFUKXX
13551615,1157,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,284.36,EUR,2025-01-30,HKKJLTXX
13551616,1165,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,7342.28,EUR,2025-01-04,LKJFLVXX
13551617,1156,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1605.32,EUR,2025-02-17,JKGJDEXX
13551618,1138,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,2217.3,EUR,2025-02-10,FJKUDEXX
13551619,1141,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1116.31,EUR,2025-02-23,JKGJLVXX
13551620,1140,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1098.73,EUR,2025-01-18,HJGFLVXX
13551621,1152,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,650.02,EUR,2025-02-27,CIUVLVXX
13551622,1147,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,5040.33,EUR,2025-02-25,HJGFLVXX
13551623,1167,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,SCT,SEPA,4685.93,EUR,2025-02-08,LKJFLVXX
13551624,1135,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,953.66,EUR,2025-01-23,LKJFCYXX
13551625,1158,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,2350,EUR,2025-02-14,LKJFUKXX
13551626,1162,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,3531.84,EUR,2025-02-25,FJKULVXX
13551627,1136,OUTGOING,REJECTED,STANDARD_PAYMENT_TYPE,SCT,SEPA,248.56,EUR,2025-02-20,JKGJEEXX
13551628,1118,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,9758.87,EUR,2025-02-14,HJGFUKXX
13551629,1131,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,496.25,EUR,2025-02-14,CIUVLTXX
13551630,1137,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,6051.93,EUR,2025-01-07,GLKLUKXX
13551631,1148,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1088,EUR,2025-02-08,FJDCLVXX
13551632,1130,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,900,EUR,2025-01-11,HJGFUKXX
13551633,1152,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,4981,EUR,2025-01-06,HJGFDEXX
13551634,1130,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,6000,EUR,2025-01-03,JKGJLTXX
13551635,1133,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,254.86,EUR,2025-01-16,GLKLLVXX
13551636,1145,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,3277.46,EUR,2025-01-19,HGKHCYXX
13551637,1126,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1781,EUR,2025-01-14,CIUVLVXX
13551638,1136,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,5400,EUR,2025-01-08,FJKULVXX
13551639,1159,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1676.25,EUR,2025-02-25,JKGJLVXX
13551640,1137,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,2000,EUR,2025-02-26,JKGJDEXX
13551641,1166,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,2161.12,EUR,2025-01-05,HGKHCYXX
13551642,1131,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,199.95,EUR,2025-01-07,LKJFLVXX
13551643,1137,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,2562,EUR,2025-02-13,HJGFLVXX
13551644,1145,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,3500,EUR,2025-02-03,JKGJLVXX
13551645,1159,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,3500,EUR,2025-02-21,LKJFEEXX
13551646,1152,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,3079.62,EUR,2025-01-03,JKGJLVXX
13551647,1148,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,3000,EUR,2025-01-21,FJDCLTXX
13551648,1143,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,501.23,EUR,2025-02-28,FJKULVXX
13551649,1161,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1294.61,EUR,2025-01-30,LKJFLVXX
13551650,1153,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,2668.08,EUR,2025-01-17,LKJFEEXX
13551651,1151,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,3550,EUR,2025-02-14,HKKJLVXX
13551652,1150,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,2999,EUR,2025-02-04,JKGJLVXX
13551653,1144,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1887.9,EUR,2025-02-12,FJDCDEXX
13551654,1149,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,233.12,EUR,2025-01-24,LKJFLVXX
13551655,1129,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1500,EUR,2025-01-31,HJGFDEXX
13551656,1125,INCOMING,ON HOLD,STANDARD_PAYMENT_TYPE,SCT,SEPA,1084,EUR,2025-01-07,LKJFLVXX
13551657,1144,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,162.16,EUR,2025-02-07,HJGFLTXX
13551658,1135,INCOMING,ON HOLD,STANDARD_PAYMENT_TYPE,SCT,SEPA,400,EUR,2025-01-03,HGKHUKXX
13551659,1163,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,2786.42,EUR,2025-01-04,HJGFLVXX
13551660,1129,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,807.1,EUR,2025-02-20,JKGJLTXX
13551661,1126,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,570.94,EUR,2025-02-05,LKJFDEXX
13551662,1158,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,3036.96,EUR,2025-01-20,JKGJLVXX
13551663,1133,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1519.65,EUR,2025-02-10,FJDCLTXX
13551664,1119,INCOMING,ON HOLD,STANDARD_PAYMENT_TYPE,SCT,SEPA,8339.89,EUR,2025-02-27,HKKJLTXX
13551665,1135,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,668.52,EUR,2025-02-18,FJDCLTXX
13551666,1125,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1150.79,EUR,2025-02-12,LKJFEEXX
13551667,1152,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,535.12,EUR,2025-01-19,LKJFEEXX
13551668,1119,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,416.9,EUR,2025-01-16,HKKJLTXX
13551669,1156,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,792.74,EUR,2025-01-06,HKKJLTXX
13551670,1135,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,6831.41,EUR,2025-02-19,HJGFLVXX
13551671,1165,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1614,EUR,2025-01-21,LKJFLVXX
13551672,1164,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,SCT,SEPA,2146.63,EUR,2025-01-12,FJKULVXX
13551673,1166,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,SCT,SEPA,528,EUR,2025-02-28,FJKUUKXX
13551674,1129,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,396.88,EUR,2025-01-09,LKJFLVXX
13551675,1139,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,2980.14,EUR,2025-02-07,FJKULVXX
13551676,1152,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,404.46,EUR,2025-01-30,UWEILVXX
13551677,1127,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,SCT,SEPA,820.67,EUR,2025-02-21,HJGFCYXX
13551678,1123,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,879.45,EUR,2025-02-25,UWEILVXX
13551679,1123,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1400.96,EUR,2025-01-06,HKKJLVXX
13551680,1118,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,5248.03,EUR,2025-02-20,FJKUDEXX
13551681,1154,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,410.3,EUR,2025-02-24,HJGFLVXX
13551682,1130,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,3918.01,EUR,2025-02-26,UWEIDEXX
13551683,1141,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,445.78,EUR,2025-01-13,HGKHLVXX
13551684,1140,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,300,EUR,2025-01-02,JKGJLVXX
13551685,1128,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,2040.82,EUR,2025-02-26,LKJFLTXX
13551686,1167,OUTGOING,REJECTED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1102.89,EUR,2025-01-18,CIUVLVXX
13551687,1147,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCT,SEPA,1000,EUR,2025-01-08,FJDCLTXX
13551688,1158,INCOMING,ON HOLD,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,5000,EUR,2025-02-28,HJGFUKXX
13551689,1125,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,4946.4,EUR,2025-01-08,FJDCLVXX
13551690,1159,INCOMING,ON HOLD,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,5498.79,EUR,2025-01-29,HJGFLVXX
13551691,1161,INCOMING,REJECTED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,4500,EUR,2025-01-22,HKKJLTXX
13551692,1164,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,4166,EUR,2025-02-10,HGKHUKXX
13551693,1151,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,2000,EUR,2025-01-14,GLKLCYXX
13551694,1126,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,4161.75,EUR,2025-01-23,FJKUDEXX
13551695,1162,OUTGOING,REJECTED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,1807.38,EUR,2025-02-23,HJGFLVXX
13551696,1142,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,5672.6,EUR,2025-02-15,CIUVLVXX
13551697,1145,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,1220.51,EUR,2025-01-19,HGKHLVXX
13551698,1124,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,5313,EUR,2025-01-21,FJKUCYXX
13551699,1134,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,3333,EUR,2025-01-17,HGKHLVXX
13551700,1163,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,1179,EUR,2025-02-22,HKKJLVXX
13551701,1153,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,1500,EUR,2025-02-25,FJKULVXX
13551702,1118,OUTGOING,REJECTED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,485.53,EUR,2025-01-23,FJKUDEXX
13551703,1142,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,250,EUR,2025-01-15,HGKHEEXX
13551704,1148,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,1000,EUR,2025-02-22,FJKULVXX
13551705,1126,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,3316.25,EUR,2025-02-05,FJDCLTXX
13551706,1146,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,2975,EUR,2025-02-13,HKKJLVXX
13551707,1154,OUTGOING,REJECTED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,2975,EUR,2025-02-12,UWEILVXX
13551708,1138,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,500,EUR,2025-02-20,HKKJEEXX
13551709,1139,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,1748,EUR,2025-01-25,GLKLLVXX
13551710,1140,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,350,EUR,2025-02-10,FJDCDEXX
13551711,1156,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,350,EUR,2025-01-27,HGKHLVXX
13551712,1159,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,3000,EUR,2025-01-30,UWEIDEXX
13551713,1156,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,5000,EUR,2025-02-01,UWEILVXX
13551714,1159,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,4711.76,EUR,2025-02-07,LKJFLVXX
13551715,1134,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,196.74,EUR,2025-02-02,UWEIDEXX
13551716,1129,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,5584.29,EUR,2025-01-05,HJGFUKXX
13551717,1141,OUTGOING,REJECTED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,3000,EUR,2025-02-04,FJDCLTXX
13551718,1163,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,4500,EUR,2025-02-07,FJKULVXX
13551719,1123,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,5000,EUR,2025-02-04,HGKHEEXX
13551720,1160,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,5000,EUR,2025-01-01,HJGFLVXX
13551721,1122,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,6250,EUR,2025-02-09,HJGFDEXX
13551722,1163,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,3906.78,EUR,2025-01-04,HJGFLVXX
13551723,1120,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,6112.6,EUR,2025-02-27,LKJFLVXX
13551724,1121,OUTGOING,ON HOLD,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,953.66,EUR,2025-02-21,GLKLDEXX
13551725,1118,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,4471.46,EUR,2025-01-04,LKJFEEXX
13551726,1148,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,122.94,EUR,2025-02-27,CIUVLVXX
13551727,1157,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,1481.74,EUR,2025-01-17,CIUVLTXX
13551728,1148,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,2500,EUR,2025-02-08,FJKULVXX
13551729,1122,OUTGOING,REJECTED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,720.26,EUR,2025-01-26,FJDCLTXX
13551730,1132,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,488,EUR,2025-02-04,LKJFEEXX
13551731,1129,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,1000,EUR,2025-02-08,JKGJLVXX
13551732,1163,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,4314.24,EUR,2025-01-05,GLKLLTXX
13551733,1123,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,1427.99,EUR,2025-02-08,JKGJDEXX
13551734,1147,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,1000,EUR,2025-01-15,HKKJLTXX
13551735,1164,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,7083.3,EUR,2025-01-21,FJDCLVXX
13551736,1133,OUTGOING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,649.67,EUR,2025-01-26,UWEILVXX
13551737,1144,INCOMING,ON HOLD,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,780,EUR,2025-02-19,UWEIDEXX
13551738,1146,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,2490,EUR,2025-01-30,FJDCDEXX
13551739,1161,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,3740,EUR,2025-02-09,HGKHLVXX
13551740,1126,INCOMING,COMPLETED,STANDARD_PAYMENT_TYPE,SCTINST,SEPA,998,EUR,2025-02-12,UWEILVXX
